Title,Author,Description,Article_Link,Cited_by,All_versions,Related_articles_Link
[BOOK][B] Images of aging–Baby Boomer style,MO Rock - 2013 - search.proquest.com,The purpose of this study was to determine the images of aging of a small sample of Early Baby Boomers born between 1946 and 1951. The Baby Boomers are a generation consisting of those born between 1946 and 1964. This study focuses on a narrower range of …,http://search.proquest.com/openview/afc6ffbdca95e6d948f506d9c4890313/1?pq-origsite=gscholar&cbl=18750&diss=y,3,,"https://scholar.google.com/scholar?q=related:uwwhGOenGjsJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
A timely voice: Garth Boomer on literature,"W Sawyer - English in Australia, 2013 - search.informit.com.au","In the conceptual triumvirate of language, literacy and literature that have been central to thinking about English curriculum-indeed, are the overarching organisers for the Australian Curriculum: English-that which received possibly the least attention from Garth Boomer was …",https://search.informit.com.au/documentSummary;dn=863827103079367;res=IELHSS,4,7,"https://scholar.google.com/scholar?q=related:tCVCC44fARQJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Impact of the global financial crisis on employed Australian baby boomers: A national survey,"K O'Loughlin, N Humpel… - Australasian Journal on …, 2010 - Wiley Online Library",Aim: This paper examines the impact of the global financial crisis (GFC) on employed Australian baby boomers. Methods: A nationally representative sample of 1009 boomers aged 50–64 years completed a survey by telephone interview mid 2009. Results: Compared …,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1741-6612.2010.00425.x,45,7,"https://scholar.google.com/scholar?q=related:m4oPIYrECwgJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Work–life balance in Europe: a response to the baby bust or reward for the baby boomers?,"J MacInnes - European Societies, 2006 - Taylor & Francis","The academic analysis of work–life balance (WLB) has too often followed the public policy debate without sufficient reflection on its origins, the accuracy of the assumptions it tends to make, or the analytical adequacy of the concepts it uses. This paper suggests that what are …",https://www.tandfonline.com/doi/abs/10.1080/14616690600644988,112,2,"https://scholar.google.com/scholar?q=related:jvCPF18ySeQJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Family social networks, reciprocal socialization and the adoption of social media by baby boomer and silent generation women","NH Randall, SC Pauley… - Communication and …, 2015 - emeraldinsight.com",Baby boomers are now the fastest growing group of adopters of social media. This research uses qualitative research methodologies to understand the factors influencing adoption and use of social media and other emergent technologies by baby boomer and silent generation …,https://www.emeraldinsight.com/doi/abs/10.1108/S2050-206020150000009006,6,2,"https://scholar.google.com/scholar?q=related:OMmSt4gOuzEJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] Advertising to baby boomers,C Nyren - 2005 - books.google.com,"Baby Boomers are sophisticated consumers of advertising, having grown up in the heyday of mass marketing. Companies that don't understand this sophistication are doomed. Yet many rely on advertising agencies that believe the baby boom market is not worth pursuing …",https://books.google.com/books?hl=en&lr=&id=mOH52MrQ8g4C&oi=fnd&pg=PR9&dq=boomer&ots=e-BisqIcQr&sig=yZgFvlYISgFg9d7XGfE4jtS9fXA,20,4,"https://scholar.google.com/scholar?q=related:j6GmOnHoC4oJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Baby boomers turning grey: European profiles,"MTPMB Tiago, JP de Almeida Couto, FGB Tiago… - Tourism …, 2016 - Elsevier","Globally, the senior or “grey” tourism segment is of increasing importance, reflecting a richer aging population with good health and a desire to travel. Though this niche is traditionally described as homogeneous, grey tourism comprises different subgroups. Identifying the …",https://www.sciencedirect.com/science/article/pii/S0261517715300364,41,6,"https://scholar.google.com/scholar?q=related:rDR6geHuS14J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Future work and retirement needs: Policy experts and baby boomers express their views,"L Simon-Rusinowitz, LB Wilson, LN Marks… - …, 1998 - search.proquest.com","34 GENERATIONS Future Work and Retirement Needs: Policy Experts and Baby Boomers Express Their Views By Lori Simon—Rasinowitz, Laara B. iVilson, Lori N. Marks, Constance/1. Kraeh, and Catherine Weleh nce aging baby boom- 0 ers enter their mid 505 and 605, they will …",http://search.proquest.com/openview/f6ca3bfc425ee728d76263f692fb0ebd/1?pq-origsite=gscholar&cbl=30306,21,4,"https://scholar.google.com/scholar?q=related:-RvyNpU3jOkJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Case study of employee perceptions of organizational planning for baby boomer retirement,CD King - 2012 - search.proquest.com,"The purpose of the study was to explore the Baby Boomer retirement phenomenon occurring throughout the United States as some 64 million people in this cohort (those born between 1946–1964) became eligible for retirement beginning in 2011, and how one …",http://search.proquest.com/openview/5e21a002f97caf541011dac71799228a/1?pq-origsite=gscholar&cbl=18750&diss=y,4,2,"https://scholar.google.com/scholar?q=related:XJ7q-AhJLd4J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
High priority for hepatitis C screening in safety net hospitals: Results from a prospective cohort of 4582 hospitalized baby boomers,"BJ Turner, BS Taylor, J Hanson, Y Liang… - …, 2015 - Wiley Online Library","Low‐income populations are disproportionately affected by hepatitis C virus (HCV) infection. Thus, implementing baby boomer screening (born 1945‐1965) for HCV may be a high priority for safety net hospitals. We report the prevalence and predictors of HCV infection and …",https://aasldpubs.onlinelibrary.wiley.com/doi/abs/10.1002/hep.28018,36,7,"https://scholar.google.com/scholar?q=related:PhPlpilr7vMJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Baby Boomers and the United States public library system,"EN Decker - Library Hi Tech, 2010 - emerald.com","Purpose–The members of the Baby Boom generation, who comprise a very large, diverse, and outspoken sector of the population, are about to grow older and enter the public library. Are public libraries in the USA ready to accommodate their changing needs? The number of …",https://www.emerald.com/insight/content/doi/10.1108/07378831011096268/full/html,21,3,"https://scholar.google.com/scholar?q=related:mHdOvutjivEJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Examining the influence of casino attributes on baby boomers' satisfaction and loyalty in the casino industry,"SM Jeon, SS Hyun - Current Issues in Tourism, 2013 - Taylor & Francis","The baby boomer market draws attention from the hospitality industry due to its economic power and substantial size. Despite the importance of this market segment, no empirical research to date has provided effective strategies to maximise baby boomer casino visitors' …",https://www.tandfonline.com/doi/abs/10.1080/13683500.2012.685703,39,2,"https://scholar.google.com/scholar?q=related:I994jQIL5yEJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"[CITATION][C] … for Over Forty Years in the Great Southwest. He was a Pioneer in the Days of the Buffalo, the Wild Indian, the Oklahoma Boomer, the Cowboy and the …",JJ Callison - 1914 - MA Donohue & Company,,,8,,"https://scholar.google.com/scholar?q=related:gO6BrTCPTOsJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Aging boomers, generational equity, and framing the debate over social security","J Williamson, D Watts-Roy - Boomer bust: economic and political …, 2008 - books.google.com","Over the next few decades, the United States (and many other nations around the world) will be contending with the burden of fi-nancing the retirement of the baby-boomer generation. With the retirement of these very large cohorts will come pressures to substantially increase …",https://books.google.com/books?hl=en&lr=&id=3YAY8_8eW7gC&oi=fnd&pg=PA153&dq=boomer&ots=4s9Gh5Ng-y&sig=nnIT-LFLbUNmfCYd_NaL58eDcEA,18,3,"https://scholar.google.com/scholar?q=related:hxYz0MrY9goJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Pie-eyed optimists: Baby-boomers the optimistic generation?,"A Riggs, BS Turner - Social Indicators Research, 2000 - Springer","Social indicators research is concerned with the measurement of quality of life in society from both the objective and subjective point of view. The subjective appraisal of quality of life often involves judgements in terms of “satisfaction”(Veenhoven, 1996: 1). Such research …",https://link.springer.com/article/10.1023/A:1007079807500,23,12,"https://scholar.google.com/scholar?q=related:claPAmYrchAJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Cognitive functioning in the baby boomers: longitudinal and cohort effects,"SL Willis, KW Schaie - … baby boomers grow up: Contemporary …, 2006 - books.google.com","Middle age is a particularly important developmental period currently in our society given that the baby-boomer cohorts (b1946–1964), the largest birth cohort in US history, are now in midlife. The boomer cohorts represent approximately one third of the total US population …",https://books.google.com/books?hl=en&lr=&id=qT-4AwAAQBAJ&oi=fnd&pg=PA205&dq=boomer&ots=pl9W_nFgF2&sig=2eqQJpkhUVRCsGF_RFgt2OQEBs0,20,,"https://scholar.google.com/scholar?q=related:D687Sp9TRwcJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Catching the next big wave: do observed behavioral dynamics of baby boomers force rethinking of regional travel demand models?,"KG Goulias, L Blain, N Kilgren… - Transportation …, 2007 - journals.sagepub.com","The aging of American baby boomers creates various new policy contexts and problems. Depending on institutional preparedness and baby boomers' behavior, the changing demand for transportation services by this group may be positive or negative. This potential …",https://journals.sagepub.com/doi/abs/10.3141/2014-09,36,7,"https://scholar.google.com/scholar?q=related:2xmzDNyz8XsJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[CITATION][C] A Generation of Boomers: The Pattern of Railroad Labor Conflict in Nineteenth-Century America,S Stromquist - 1987 - Urbana: University of Illinois Press,,,97,,"https://scholar.google.com/scholar?q=related:kXpzsGgGNbUJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"[DOC][DOC] How to market to an aging boomer: Flattery, subterfuge and euphemism","E Byron - Wall Street Journal, 2011 - bauer.uh.edu","When baby boomers call ADT Security Services Inc. with questions about medical-alert alarms, they get operators specially trained to be sensitive to their needs. Top of the list: Don't remind them that they've aged."" Boomers are used to being independent, and they get …",https://www.bauer.uh.edu/cox/Documents/2.%20Second%20Quiz/Chapter%205/Aging%20Boomers.docx,3,,"https://scholar.google.com/scholar?q=related:Gk2pc2itzl4J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Fair trade consumption from the perspective of US Baby Boomers,"E Benson, KYH Connell - Social Responsibility Journal, 2014 - emerald.com","Purpose–The purpose of this study is to expand the knowledge base of Baby Boomers' attitudes, behaviours and perceived barriers related to fair trade purchasing. Design/methodology/approach–This study included 168 Baby Boomers. Data were …",https://www.emerald.com/insight/content/doi/10.1108/SRJ-08-2012-0094/full/html,19,8,"https://scholar.google.com/scholar?q=related:mdYiiIGwLIUJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
The changing psychology of the older consumer: The myth of aging boomers' differences from their parents,"D Wolfe - Generations, 2004 - ingentaconnect.com","The ubiquitous idea that baby boomers are aging quite differently from their parents obscures the fact that in significant ways, boomers are entering their later years having much in common with their parents at comparable ages. In this article, the author suggests a stage …",https://www.ingentaconnect.com/content/asag/gen/2004/00000028/00000004/art00004,16,3,"https://scholar.google.com/scholar?q=related:VDaX1owX5IQJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[CITATION][C] Generations apart: Xers vs. boomers vs. the elderly,"RD Thau, JS Heflin - 1997 - Prometheus Books",,,91,,"https://scholar.google.com/scholar?q=related:mwuqxEL441cJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Mental health among the baby boomers,"JR Piazza, ST Charles - … baby boomers grow up: Contemporary …, 2006 - books.google.com","The first half of the twentieth century presented a paradox for human survival. As two world wars and an economic depression brought chaos and devastation, scientific and medical advances were increasing overall life expectancy by stemming the tide of deaths from acute …",https://books.google.com/books?hl=en&lr=&id=qT-4AwAAQBAJ&oi=fnd&pg=PA111&dq=boomer&ots=pl9W_nFhH3&sig=_EHmxpg7zm9gE4CjVMJm_T9PEtA,40,3,"https://scholar.google.com/scholar?q=related:rzz6asBHnqQJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
